,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,American,Papers,Research,Decision,GPA_rev,GRE_Verbal_rev,GRE_Quantitative_rev,GRE_Writing_rev,GRE_Subject_rev,Decision_rev,GPA_log,GRE_Verbal_log,GRE_Quantitative_log,GRE_Writing_log,GRE_Subject_log,GPA_sq,GRE_Verbal_sq,GRE_Quantitative_sq,GRE_Writing_sq,GRE_Subject_sq,GRE_Verbal_pc,GRE_Quantitative_pc,GRE_Writing_pc,GRE_Subject_pc,GREVxGREQ,GREVxGRES,GREQxGRES,GREVxGREQxGRES
1767,3.2,150.0,157.0,3.5,700.0,0,0.0,0.0,0,0.7999999999999998,20.0,13.0,1.5,290.0,1,0.255272505103306,1.322219294733919,1.1461280356782377,0.3979400086720376,2.4638929889859074,10.240000000000002,22500.0,24649.0,12.25,490000.0,0.49763380817709724,0.6772497514907866,0.5,0.4697296904953077,153.46009253222806,324.037034920393,331.5116890850155,254.5049989818892
1768,3.75,164.0,168.0,4.0,820.0,1,1.0,1.0,1,0.25,6.0,2.0,1.0,170.0,0,0.0969100130080564,0.8450980400142567,0.47712125471966244,0.30102999566398114,2.2329961103921536,14.0625,26896.0,28224.0,16.0,672400.0,0.9510178962672838,0.9520277773999577,0.7172571725110044,0.752868517528817,165.98795136997143,366.7151483099655,371.1603427091855,282.6977340165946
1769,3.75,164.0,168.0,4.0,820.0,1,1.0,1.0,0,0.25,6.0,2.0,1.0,170.0,1,0.0969100130080564,0.8450980400142567,0.47712125471966244,0.30102999566398114,2.2329961103921536,14.0625,26896.0,28224.0,16.0,672400.0,0.9510178962672838,0.9520277773999577,0.7172571725110044,0.752868517528817,165.98795136997143,366.7151483099655,371.1603427091855,282.6977340165946
1770,3.75,164.0,168.0,4.0,820.0,1,0.0,1.0,0,0.25,6.0,2.0,1.0,170.0,1,0.0969100130080564,0.8450980400142567,0.47712125471966244,0.30102999566398114,2.2329961103921536,14.0625,26896.0,28224.0,16.0,672400.0,0.9510178962672838,0.9520277773999577,0.7172571725110044,0.752868517528817,165.98795136997143,366.7151483099655,371.1603427091855,282.6977340165946
1771,3.75,164.0,168.0,4.0,820.0,1,1.0,0.0,0,0.25,6.0,2.0,1.0,170.0,1,0.0969100130080564,0.8450980400142567,0.47712125471966244,0.30102999566398114,2.2329961103921536,14.0625,26896.0,28224.0,16.0,672400.0,0.9510178962672838,0.9520277773999577,0.7172571725110044,0.752868517528817,165.98795136997143,366.7151483099655,371.1603427091855,282.6977340165946
1772,3.7,153.0,164.0,3.5,780.0,0,0.0,0.0,1,0.2999999999999998,17.0,6.0,1.5,210.0,0,0.11394335230683669,1.2552725051033058,0.8450980400142567,0.3979400086720376,2.3242824552976926,13.690000000000001,23409.0,26896.0,12.25,608400.0,0.6368083946962848,0.8900370314086274,0.5,0.6665402872137747,158.404545389329,345.45622009163475,357.659055526349,269.49039679490636
1773,3.98,162.0,170.0,3.5,900.0,0,0.0,0.0,0,0.020000000000000018,8.0,0.0,1.5,90.0,1,0.008600171761917567,0.9542425094393249,0.0,0.3979400086720376,1.9590413923210932,15.8404,26244.0,28900.0,12.25,810000.0,0.9218398336491003,0.9702106965136724,0.5,0.8829519260907763,165.951800231272,381.8376618407357,391.15214431215895,291.56506211497344
1774,3.61,161.0,163.0,2.0,990.0,0,0.0,0.0,0,0.3900000000000001,9.0,7.0,3.0,0.0,1,0.1430148002540951,1.0,0.9030899869919434,0.6020599913279623,0.0,13.0321,25921.0,26569.0,4.0,980100.0,0.9030164326359974,0.8680447469116805,0.042341472978789166,0.9607531528428073,161.99691355084514,399.2367718534955,401.7088497904919,296.1757919135162
1775,2.9,151.0,157.0,3.0,820.0,0,0.0,0.0,0,1.1,19.0,13.0,2.0,170.0,1,0.32221929473391925,1.301029995663981,1.1461280356782377,0.47712125471966244,2.2329961103921536,8.41,22801.0,24649.0,9.0,672400.0,0.5448629308773866,0.6772497514907866,0.28274282748899554,0.752868517528817,153.97077644800004,351.8806615885562,358.8035674293108,268.8830860584209
1776,3.98,162.0,170.0,3.5,900.0,0,0.0,0.0,0,0.020000000000000018,8.0,0.0,1.5,90.0,1,0.008600171761917567,0.9542425094393249,0.0,0.3979400086720376,1.9590413923210932,15.8404,26244.0,28900.0,12.25,810000.0,0.9218398336491003,0.9702106965136724,0.5,0.8829519260907763,165.951800231272,381.8376618407357,391.15214431215895,291.56506211497344
1777,3.7,140.0,166.0,3.0,980.0,0,0.0,0.0,0,0.2999999999999998,30.0,4.0,2.0,10.0,1,0.11394335230683669,1.4913616938342726,0.6989700043360187,0.47712125471966244,1.041392685158225,13.690000000000001,19600.0,27556.0,9.0,960400.0,0.11659713657343646,0.925880980722691,0.28274282748899554,0.9550762344033806,152.44671200127604,370.4051835490427,403.3360881448622,283.4571392807639
1778,3.3,145.0,165.0,3.0,840.0,0,0.0,0.0,1,0.7000000000000002,25.0,5.0,2.0,150.0,0,0.23044892137827394,1.414973347970818,0.7781512503836435,0.47712125471966244,2.1789769472931693,10.889999999999999,21025.0,27225.0,9.0,705600.0,0.2745694351299801,0.9092668843960745,0.28274282748899554,0.7910662860732753,154.6770829825802,348.99856733230297,372.2902093797257,271.87988496969894
